id_gta_origem_outro_estado,dt_emissao_gta,id_produtor_origem,id_produtor_destino,id_tipo_finalidade_gta,municipio_origem,estado_origem,municipio_destino,estado_destino,qt_animais,data_seconds,repeticao_origem,flag_binaria,qt_animais_norm,data_seconds_norm,cluster
217702,2022-10-20,55844,434376,2,5101803,MT,3170438,MG,23,1666224000,0,0,0.15172413793103445,0.5745593139590284,0
217743,2022-10-20,55885,434376,2,5101803,MT,3170438,MG,54,1666224000,0,0,0.3655172413793103,0.5745593139590284,0
217755,2022-10-20,55897,434376,2,5101803,MT,3170438,MG,54,1666224000,0,0,0.3655172413793103,0.5745593139590284,0
217760,2022-10-20,55902,434376,2,5106257,MT,3170438,MG,4,1666224000,0,0,0.020689655172413793,0.5745593139590284,0
217761,2022-10-20,55903,434376,2,5106257,MT,3170438,MG,60,1666224000,0,0,0.4068965517241379,0.5745593139590284,0
224140,2022-11-29,53859,434376,2,5000203,MS,3127107,MG,30,1669680000,1,1,0.2,0.5936160076226784,0
224140,2022-11-29,53859,434376,2,5000203,MS,3127107,MG,35,1669680000,1,1,0.23448275862068962,0.5936160076226784,0
224143,2022-12-01,61672,434376,2,5007554,MS,3127107,MG,65,1669852800,1,1,0.4413793103448276,0.5945688423058613,0
225100,2022-12-14,62528,434376,2,5103601,MT,3127107,MG,58,1670976000,0,0,0.3931034482758621,0.6007622677465463,0
225152,2022-11-16,49029,434376,2,5004007,MS,3127107,MG,20,1668556800,1,1,0.13103448275862067,0.5874225821819916,0
